id,conditions,conclusion,priority,category
2712,"{""属性261"": true, ""特征2"": true, ""特征259"": true}",豹变种259,3,general
2713,"{""属性262"": true, ""特征259"": true, ""特征3"": true}",鹿变种259,3,general
2714,"{""属性263"": true, ""特征259"": true, ""特征4"": true}",象变种259,3,general
2715,"{""属性264"": true, ""特征259"": true, ""特征5"": true}",鹰变种259,3,general
2716,"{""属性265"": true, ""特征259"": true, ""特征6"": true}",蛇变种259,3,general
2717,"{""属性266"": true, ""特征259"": true, ""特征7"": true}",鱼变种259,3,general
2718,"{""属性267"": true, ""特征259"": true, ""特征8"": true}",鸟变种259,3,general
2719,"{""属性268"": true, ""特征259"": true, ""特征9"": true}",虫变种259,3,general
2720,"{""属性260"": true, ""特征0"": true, ""特征260"": true}",熊变种260,3,general
2721,"{""属性261"": true, ""特征1"": true, ""特征260"": true}",狼变种260,3,general
2722,"{""属性262"": true, ""特征2"": true, ""特征260"": true}",豹变种260,3,general
2723,"{""属性263"": true, ""特征260"": true, ""特征3"": true}",鹿变种260,3,general
2724,"{""属性264"": true, ""特征260"": true, ""特征4"": true}",象变种260,3,general
2725,"{""属性265"": true, ""特征260"": true, ""特征5"": true}",鹰变种260,3,general
2726,"{""属性266"": true, ""特征260"": true, ""特征6"": true}",蛇变种260,3,general
2727,"{""属性267"": true, ""特征260"": true, ""特征7"": true}",鱼变种260,3,general
2728,"{""属性268"": true, ""特征260"": true, ""特征8"": true}",鸟变种260,3,general
2729,"{""属性269"": true, ""特征260"": true, ""特征9"": true}",虫变种260,3,general
2730,"{""属性261"": true, ""特征0"": true, ""特征261"": true}",熊变种261,3,general
2731,"{""属性262"": true, ""特征1"": true, ""特征261"": true}",狼变种261,3,general
2732,"{""属性263"": true, ""特征2"": true, ""特征261"": true}",豹变种261,3,general
2733,"{""属性264"": true, ""特征261"": true, ""特征3"": true}",鹿变种261,3,general
2734,"{""属性265"": true, ""特征261"": true, ""特征4"": true}",象变种261,3,general
2735,"{""属性266"": true, ""特征261"": true, ""特征5"": true}",鹰变种261,3,general
2736,"{""属性267"": true, ""特征261"": true, ""特征6"": true}",蛇变种261,3,general
2737,"{""属性268"": true, ""特征261"": true, ""特征7"": true}",鱼变种261,3,general
2738,"{""属性269"": true, ""特征261"": true, ""特征8"": true}",鸟变种261,3,general
2739,"{""属性270"": true, ""特征261"": true, ""特征9"": true}",虫变种261,3,general
2740,"{""属性262"": true, ""特征0"": true, ""特征262"": true}",熊变种262,3,general
2741,"{""属性263"": true, ""特征1"": true, ""特征262"": true}",狼变种262,3,general
2742,"{""属性264"": true, ""特征2"": true, ""特征262"": true}",豹变种262,3,general
2743,"{""属性265"": true, ""特征262"": true, ""特征3"": true}",鹿变种262,3,general
2744,"{""属性266"": true, ""特征262"": true, ""特征4"": true}",象变种262,3,general
2745,"{""属性267"": true, ""特征262"": true, ""特征5"": true}",鹰变种262,3,general
2746,"{""属性268"": true, ""特征262"": true, ""特征6"": true}",蛇变种262,3,general
2747,"{""属性269"": true, ""特征262"": true, ""特征7"": true}",鱼变种262,3,general
2748,"{""属性270"": true, ""特征262"": true, ""特征8"": true}",鸟变种262,3,general
2749,"{""属性271"": true, ""特征262"": true, ""特征9"": true}",虫变种262,3,general
2750,"{""属性263"": true, ""特征0"": true, ""特征263"": true}",熊变种263,3,general
2751,"{""属性264"": true, ""特征1"": true, ""特征263"": true}",狼变种263,3,general
2752,"{""属性265"": true, ""特征2"": true, ""特征263"": true}",豹变种263,3,general
2753,"{""属性266"": true, ""特征263"": true, ""特征3"": true}",鹿变种263,3,general
2754,"{""属性267"": true, ""特征263"": true, ""特征4"": true}",象变种263,3,general
2755,"{""属性268"": true, ""特征263"": true, ""特征5"": true}",鹰变种263,3,general
2756,"{""属性269"": true, ""特征263"": true, ""特征6"": true}",蛇变种263,3,general
2757,"{""属性270"": true, ""特征263"": true, ""特征7"": true}",鱼变种263,3,general
2758,"{""属性271"": true, ""特征263"": true, ""特征8"": true}",鸟变种263,3,general
2759,"{""属性272"": true, ""特征263"": true, ""特征9"": true}",虫变种263,3,general
2760,"{""属性264"": true, ""特征0"": true, ""特征264"": true}",熊变种264,3,general
2761,"{""属性265"": true, ""特征1"": true, ""特征264"": true}",狼变种264,3,general
2762,"{""属性266"": true, ""特征2"": true, ""特征264"": true}",豹变种264,3,general
2763,"{""属性267"": true, ""特征264"": true, ""特征3"": true}",鹿变种264,3,general
2764,"{""属性268"": true, ""特征264"": true, ""特征4"": true}",象变种264,3,general
2765,"{""属性269"": true, ""特征264"": true, ""特征5"": true}",鹰变种264,3,general
2766,"{""属性270"": true, ""特征264"": true, ""特征6"": true}",蛇变种264,3,general
2767,"{""属性271"": true, ""特征264"": true, ""特征7"": true}",鱼变种264,3,general
2768,"{""属性272"": true, ""特征264"": true, ""特征8"": true}",鸟变种264,3,general
2769,"{""属性273"": true, ""特征264"": true, ""特征9"": true}",虫变种264,3,general
2770,"{""属性265"": true, ""特征0"": true, ""特征265"": true}",熊变种265,3,general
2771,"{""属性266"": true, ""特征1"": true, ""特征265"": true}",狼变种265,3,general
2772,"{""属性267"": true, ""特征2"": true, ""特征265"": true}",豹变种265,3,general
2773,"{""属性268"": true, ""特征265"": true, ""特征3"": true}",鹿变种265,3,general
2774,"{""属性269"": true, ""特征265"": true, ""特征4"": true}",象变种265,3,general
2775,"{""属性270"": true, ""特征265"": true, ""特征5"": true}",鹰变种265,3,general
2776,"{""属性271"": true, ""特征265"": true, ""特征6"": true}",蛇变种265,3,general
2777,"{""属性272"": true, ""特征265"": true, ""特征7"": true}",鱼变种265,3,general
2778,"{""属性273"": true, ""特征265"": true, ""特征8"": true}",鸟变种265,3,general
2779,"{""属性274"": true, ""特征265"": true, ""特征9"": true}",虫变种265,3,general
2780,"{""属性266"": true, ""特征0"": true, ""特征266"": true}",熊变种266,3,general
2781,"{""属性267"": true, ""特征1"": true, ""特征266"": true}",狼变种266,3,general
2782,"{""属性268"": true, ""特征2"": true, ""特征266"": true}",豹变种266,3,general
2783,"{""属性269"": true, ""特征266"": true, ""特征3"": true}",鹿变种266,3,general
2784,"{""属性270"": true, ""特征266"": true, ""特征4"": true}",象变种266,3,general
2785,"{""属性271"": true, ""特征266"": true, ""特征5"": true}",鹰变种266,3,general
2786,"{""属性272"": true, ""特征266"": true, ""特征6"": true}",蛇变种266,3,general
2787,"{""属性273"": true, ""特征266"": true, ""特征7"": true}",鱼变种266,3,general
2788,"{""属性274"": true, ""特征266"": true, ""特征8"": true}",鸟变种266,3,general
2789,"{""属性275"": true, ""特征266"": true, ""特征9"": true}",虫变种266,3,general
2790,"{""属性267"": true, ""特征0"": true, ""特征267"": true}",熊变种267,3,general
2791,"{""属性268"": true, ""特征1"": true, ""特征267"": true}",狼变种267,3,general
2792,"{""属性269"": true, ""特征2"": true, ""特征267"": true}",豹变种267,3,general
2793,"{""属性270"": true, ""特征267"": true, ""特征3"": true}",鹿变种267,3,general
2794,"{""属性271"": true, ""特征267"": true, ""特征4"": true}",象变种267,3,general
2795,"{""属性272"": true, ""特征267"": true, ""特征5"": true}",鹰变种267,3,general
2796,"{""属性273"": true, ""特征267"": true, ""特征6"": true}",蛇变种267,3,general
2797,"{""属性274"": true, ""特征267"": true, ""特征7"": true}",鱼变种267,3,general
2798,"{""属性275"": true, ""特征267"": true, ""特征8"": true}",鸟变种267,3,general
2799,"{""属性276"": true, ""特征267"": true, ""特征9"": true}",虫变种267,3,general
2800,"{""属性268"": true, ""特征0"": true, ""特征268"": true}",熊变种268,3,general
2801,"{""属性269"": true, ""特征1"": true, ""特征268"": true}",狼变种268,3,general
2802,"{""属性270"": true, ""特征2"": true, ""特征268"": true}",豹变种268,3,general
2803,"{""属性271"": true, ""特征268"": true, ""特征3"": true}",鹿变种268,3,general
2804,"{""属性272"": true, ""特征268"": true, ""特征4"": true}",象变种268,3,general
2805,"{""属性273"": true, ""特征268"": true, ""特征5"": true}",鹰变种268,3,general
2806,"{""属性274"": true, ""特征268"": true, ""特征6"": true}",蛇变种268,3,general
2807,"{""属性275"": true, ""特征268"": true, ""特征7"": true}",鱼变种268,3,general
2808,"{""属性276"": true, ""特征268"": true, ""特征8"": true}",鸟变种268,3,general
2809,"{""属性277"": true, ""特征268"": true, ""特征9"": true}",虫变种268,3,general
2810,"{""属性269"": true, ""特征0"": true, ""特征269"": true}",熊变种269,3,general
2811,"{""属性270"": true, ""特征1"": true, ""特征269"": true}",狼变种269,3,general
2812,"{""属性271"": true, ""特征2"": true, ""特征269"": true}",豹变种269,3,general
2813,"{""属性272"": true, ""特征269"": true, ""特征3"": true}",鹿变种269,3,general
2814,"{""属性273"": true, ""特征269"": true, ""特征4"": true}",象变种269,3,general
2815,"{""属性274"": true, ""特征269"": true, ""特征5"": true}",鹰变种269,3,general
2816,"{""属性275"": true, ""特征269"": true, ""特征6"": true}",蛇变种269,3,general
2817,"{""属性276"": true, ""特征269"": true, ""特征7"": true}",鱼变种269,3,general
2818,"{""属性277"": true, ""特征269"": true, ""特征8"": true}",鸟变种269,3,general
2819,"{""属性278"": true, ""特征269"": true, ""特征9"": true}",虫变种269,3,general
2820,"{""属性270"": true, ""特征0"": true, ""特征270"": true}",熊变种270,3,general
2821,"{""属性271"": true, ""特征1"": true, ""特征270"": true}",狼变种270,3,general
2822,"{""属性272"": true, ""特征2"": true, ""特征270"": true}",豹变种270,3,general
2823,"{""属性273"": true, ""特征270"": true, ""特征3"": true}",鹿变种270,3,general
2824,"{""属性274"": true, ""特征270"": true, ""特征4"": true}",象变种270,3,general
2825,"{""属性275"": true, ""特征270"": true, ""特征5"": true}",鹰变种270,3,general
2826,"{""属性276"": true, ""特征270"": true, ""特征6"": true}",蛇变种270,3,general
2827,"{""属性277"": true, ""特征270"": true, ""特征7"": true}",鱼变种270,3,general
2828,"{""属性278"": true, ""特征270"": true, ""特征8"": true}",鸟变种270,3,general
2829,"{""属性279"": true, ""特征270"": true, ""特征9"": true}",虫变种270,3,general
2830,"{""属性271"": true, ""特征0"": true, ""特征271"": true}",熊变种271,3,general
2831,"{""属性272"": true, ""特征1"": true, ""特征271"": true}",狼变种271,3,general
2832,"{""属性273"": true, ""特征2"": true, ""特征271"": true}",豹变种271,3,general
2833,"{""属性274"": true, ""特征271"": true, ""特征3"": true}",鹿变种271,3,general
2834,"{""属性275"": true, ""特征271"": true, ""特征4"": true}",象变种271,3,general
2835,"{""属性276"": true, ""特征271"": true, ""特征5"": true}",鹰变种271,3,general
2836,"{""属性277"": true, ""特征271"": true, ""特征6"": true}",蛇变种271,3,general
2837,"{""属性278"": true, ""特征271"": true, ""特征7"": true}",鱼变种271,3,general
2838,"{""属性279"": true, ""特征271"": true, ""特征8"": true}",鸟变种271,3,general
2839,"{""属性280"": true, ""特征271"": true, ""特征9"": true}",虫变种271,3,general
2840,"{""属性272"": true, ""特征0"": true, ""特征272"": true}",熊变种272,3,general
2841,"{""属性273"": true, ""特征1"": true, ""特征272"": true}",狼变种272,3,general
2842,"{""属性274"": true, ""特征2"": true, ""特征272"": true}",豹变种272,3,general
2843,"{""属性275"": true, ""特征272"": true, ""特征3"": true}",鹿变种272,3,general
2844,"{""属性276"": true, ""特征272"": true, ""特征4"": true}",象变种272,3,general
2845,"{""属性277"": true, ""特征272"": true, ""特征5"": true}",鹰变种272,3,general
2846,"{""属性278"": true, ""特征272"": true, ""特征6"": true}",蛇变种272,3,general
2847,"{""属性279"": true, ""特征272"": true, ""特征7"": true}",鱼变种272,3,general
2848,"{""属性280"": true, ""特征272"": true, ""特征8"": true}",鸟变种272,3,general
2849,"{""属性281"": true, ""特征272"": true, ""特征9"": true}",虫变种272,3,general
2850,"{""属性273"": true, ""特征0"": true, ""特征273"": true}",熊变种273,3,general
2851,"{""属性274"": true, ""特征1"": true, ""特征273"": true}",狼变种273,3,general
2852,"{""属性275"": true, ""特征2"": true, ""特征273"": true}",豹变种273,3,general
2853,"{""属性276"": true, ""特征273"": true, ""特征3"": true}",鹿变种273,3,general
2854,"{""属性277"": true, ""特征273"": true, ""特征4"": true}",象变种273,3,general
2855,"{""属性278"": true, ""特征273"": true, ""特征5"": true}",鹰变种273,3,general
2856,"{""属性279"": true, ""特征273"": true, ""特征6"": true}",蛇变种273,3,general
2857,"{""属性280"": true, ""特征273"": true, ""特征7"": true}",鱼变种273,3,general
2858,"{""属性281"": true, ""特征273"": true, ""特征8"": true}",鸟变种273,3,general
2859,"{""属性282"": true, ""特征273"": true, ""特征9"": true}",虫变种273,3,general
2860,"{""属性274"": true, ""特征0"": true, ""特征274"": true}",熊变种274,3,general
2861,"{""属性275"": true, ""特征1"": true, ""特征274"": true}",狼变种274,3,general
2862,"{""属性276"": true, ""特征2"": true, ""特征274"": true}",豹变种274,3,general
2863,"{""属性277"": true, ""特征274"": true, ""特征3"": true}",鹿变种274,3,general
2864,"{""属性278"": true, ""特征274"": true, ""特征4"": true}",象变种274,3,general
2865,"{""属性279"": true, ""特征274"": true, ""特征5"": true}",鹰变种274,3,general
2866,"{""属性280"": true, ""特征274"": true, ""特征6"": true}",蛇变种274,3,general
